id,coname,loc_search,reason,year
2017121,FDNY Firefighter Dennis Heedles Way,At the intersection of Summit Avenue and Richmond Road,Dennis Heedles was a retired firefighter who was a first responder at Ground Zero on 9/11 who worked tirelessly in the recovery effort.  He was a firefighter for 20 years and retired from Ladder Co. 76 in 2002.  He died as a result of 9/11-related illness.,2017
2017143,Firefighter Roy E. Smith Way,At the southwest corner of Forest Avenue and Broadway,"Roy E. Smith grew up in Staten Island and joined the United States Air Force at 17 and quickly rose through the ranks, achieving the rank of United States Air Force sergeant and became the youngest staff sergeant in the USAF when he was promoted to that rank at that time.  He served in Vietnam and upon his return home, he joined the FDNY at Engine 16, Ladder 7 in Manhattan and Engine 156 in Staten Island.  He was a responder during the 9/11 terrorist attacks at the World Trade Center and later died as a result of 9/11 related illness.",2017
2017158,Chief Christian Hoobs Way,At the northeast corner of Church Road and Noel Road,"Christian Hoobs dedicated  his life to the Broad Channel community as an activist, local business owner and operator.  He voluntarily helped build both the Broad Channel Volunteer Fire Department (BCVFD) and St. Virgilius Church buildings, that both strongly stand today.  He was a brave firefighter that risked his life for others in the community.  He was elected the BCVFD’s fourth Chief of Department in December of 1912 holding the office until his untimely death on June 14, 1917, he was only 48 years old.   On June 14th while eating dinner, he heard the fire bell ring.  Chief Hoobs hurried to lead his men into the fire, but experienced a heart attack while responding to the fire.    ",2017
2017161,Rev. Dr. Robert J. Johansson Way,27th Street Between 40th Avenue and 39th Avenue,"Robert Johansson served his Queens community for over 50 years as the leader of the Evangel Christian Church.  He purchased P.S. 4 in the 1980’s and formed the Evangel School providing youth education.  Today, the school has over 550 students and is known for its academic excellence and giving out $600,000 each year in scholarships.  The church was used to provide social services to the community and he provided services for solace to the Pam’s Place Homeless Shelter residents.  The church also set up clothing drives",2017
20185,Sgt. John McCormick Street,At the intersection of Baldwin Street and Bradley Street,"John McCormick was killed in the line of duty on April 27, 1988 when he and four officers executed a search warrant for several pounds of cocaine in a suspect’s fourth floor apartment.  As the raid commenced, the officers broke through the front door and were confronted by the female suspect who had retrieved a 38-caliber revolver.  A struggle ensued for control of the weapon and the suspect, and two officers at the scene, all fired shots.  Sgt. McCormick, who was standing in the doorway, was fatally wounded by one of the shots fired by the officers.",2018
20187,AKTINA FM Way,At the intersection of 27th Street and 23rd Avenue,"AKTINA FM started broadcasting in 1993 as the first and only true bilingual Greek American radio program in the United States.  Airing over the weekend on WNYE 91.5 FM in the New York metro area, the radio shows have developed a listening base of more than half a million people.  As technology has improved in recent years, AKTINA FM has expanded to provide twenty-four hour internet streaming of its programming, which is accessed by thousands of listeners worldwide.  AKTINA TV soon followed, beginning as a public service news and culture magazine show, which is the only English language Greek American television production in the country.  AKTINA TV is broadcast on WNYE every Sunday, and has established an impressive viewership of 600,000 in the tri-state area.  Like its radio counterpart, AKTINA TV has also grown with technological advances, utilizing YouTube to distribute original content and act as an archive for past shows.  To date, the page has been viewed by over 1.7 million people around the globe.  AKTINA also hosts a live music series called Greek Music Journey (GMJ).  Launched in 1997, GMJ promotes and preserves different aspects of the representative music of Greece, such as the traditional, folk, popular folk and “rembetika” genres which comprise the basis of Greek music. This program started with local New York-based Greek American performers at small venues in Queens, and since grown to hosting some of the most prestigious musicians from Greece housed in large venues such as Alice Tully Hall at Lincoln Center and the Town Hall.  In 2013, GMJ became a bi-annual event with spring and fall concerts hosted at the Kaye Playhouse at Hunter College.",2018
201827,Forest Park Memorial Drive,Forest Park Drive  Just below Oak Ridge with the street sign pointing down the sloped Memorial Drive,"Forest Park currently includes several memorials in recognition of veterans who have served in WWI, WWII and Vietnam.  Additionally, the Park contains a 9/11 memorial near the bandstand in recognition of all those who lost their lives in the attacks.  Co-naming Forest Park Drive, which connects all of these memorials, to Forest Park Memorial Drive would be a fitting tribute. ",2018
201829,Muhammad Ali Way,33rd Street Between Seventh Avenue and Eighth Avenue,"Cassius Marcellus Clay, Jr. was regarded as one of the most celebrated sports figures of the 20th century.  He was an Olympic and World Champion boxer, who was crowned “Sportsman of the Century” by Sports Illustrated in 1999.  He won the World Heavyweight Boxing championship three times, and won the North American Boxing Federation championship as well as an Olympic gold medal.  He was born in Louisville, Kentucky and was named after his father, Cassius Marcellus Clay, Sr., but later changed his name after joining the Nation of Islam and subsequently converted to Sunni Islam in 1975.  In Louisville, October 29, 1960, he won his first professional fight winning a six-round decision over Tunney Hunsaker, who was the police chief of Fayetteville, West Virginia.  He went on to later retire with a boxing record of 61 bouts with 56 wins (37 KOs), 5 losses (1 Kos) and 0 draws fighting some of the most exciting bouts in boxing history.  In 1964, Ali failed the Armed Forces qualifying test because his writing and spelling skills were subpar, however, in early 1966, the tests were revised and Ali was reclassified 1A.  He refused to serve in the United States Army during the Vietnam War as a conscientious objector.  This and his affiliation with the Nation of Islam made him a controversial and popular figure in history.  Near the end of 1967, he was stripped of his title by the professional boxing commission and would not be allowed to fight professionally for more than three years. He was also convicted for refusing induction into the army and sentenced to five years in prison.   In 1970, he was allowed to fight again, and in late 1971 the Supreme Court reversed his conviction.  He went on to fight Joe Frazer and George Foreman in what is arguably considered some of the best fights in boxing history.   He was diagnosed with Parkinson’s disease in the early 1980s causing his motor functions to decline.  Despite his disability, he remained a beloved and active public figure.  In 1985, he served as a guest referee at the inaugural WrestleMania event.  In 1987, he was selected by the California Bicentennial Foundation for the U.S. Constitution to personify the vitality of the United States Constitution and Bill of Rights in various high profile activities and rode on a float at the 1988 Tournament of Roses Parade, launching the United States Constitution’s 200th birthday commemoration.  He received a Spirit of America Award calling him the most recognized American in the world and in 1996, he had the honor of lighting the flame at the 1996 Summer Olympics in Atlanta, Georgia.  In 1999, he received a special one-off award from the BBC at its annual BBC Sports Personality of the Year Award ceremony, which was the BBC Sports Personality of the Century Award. He was also named “Kentucky Athlete of the Century” by the Kentucky Athletic Hall of Fame in ceremonies at the Galt House East.  In 2005, he received the Presidential Medal of Freedom at a White House ceremony on and the prestigious Otto Hahn peace medal in Gold of the United Nations Association of Germany in Berlin for his work with the US civil rights movement and the United Nations.  On November 19, 2005, the $60 million non-profit Muhammad Ali Center opened in downtown Louisville, Kentucky. In addition to displaying his boxing memorabilia, the center focuses on core themes of peace, social responsibility, respect, and personal growth.  After his retirement from boxing, he was devoted to humanitarian endeavors around the world lending his name and presence to hunger and poverty relief, supporting education efforts of all kinds, promoting adoption and encouraging people to respect and better understand one another.  It is estimated that he has helped to provide more than 22 million meals to feed the hungry.",2018
201841,Edgar Meekins Way,At the intersection of Woodlawn Avenue and Fayette Avenue,"Edgar Meekins served in the United States Army during WWII and was awarded three Bronze Stars for his valor in battle.  After the war, he was very active with the Knights of Columbus and was employed by Staten Island Savings Bank where he planted vegetables on the bank property and would give them to all the employees.",2018
201852,Lynda McDougald Way,25th Avenue Between Ericsson Street and Curtis Street,"Lynda McDougald was a resident of Corona and East Elmhurst, Queens. She was very active in her community.  In 1965, she moved to Curtis Street in East Elmhurst.  In her youth, she attended PS 127, Flushing High School and worshipped at the Corona Congregational Church of Corona, where she was a member of the Sunbeam Choir and the Friday Youth Fellowship.  In the 1960’s, she was a Civil Rights pioneer. She marched on Washington with Dr. King, and participated at a sit in at the Department of Education. She founded the networking/investment group Wealth of Knowledge that is now known as Endeavors Unlimited. In 1991, she joined the staff of the Abyssinian Baptist Church and served as the membership and ministry manager.  In 1978, the Curtis Street Block Association was formed, and she became one of its first members.  She served as the president of the Curtis Street Block Association many times and was also the president of the East Elmhurst-Corona Civic Association.  She was also a member of the Antioch Baptist Church of Corona, Community Board 3, the Jerome Hardeman Sr. Child Care center, the Frederick Douglass Democratic Association, the NAACP, and the 115th Precinct Council. ",2018
201861,Jimmy Breslin Way,42nd Street Between Second Avenue and Third Avenue,"James Earle “Jimmy” Breslin was a native New Yorker, award-winning journalist, and American author. He was born in Queens and later brought a unique perspective to his writing and was known as a “street reporter” for his ability to communicate the thoughts and needs of New York’s working class.  He dedicated his life to using journalism as a means to a more just society, whether it was reporting on crime, or the struggles of the American working class, his veracious voice left an imprint on New York. His reporting on the “Son of Sam” killings and on the scandals of Borough President Donald Manes undoubtedly demonstrates the way he was never afraid to uncover the truth. While at the Daily News, his reporting earned him numerous accolades, including the Pulitzer Prize for Commentary and the George Polk Award for Metropolitan Reporting; but perhaps his greatest achievement was elevating New York’s class consciousness. He used his position to raise the voices of those who had gone unheard, and for that he is remembered as a champion of the people. He served as the voice of this city for over 60 years as a lead columnist and was considered a leader in ""New Journalism.""  His portrayal of President John F. Kennedy’s gravedigger changed the face of journalism, and gave Americans an understanding of working-class life. This style of reporting, now referred to as the “Gravedigger Theory,” is taught in journalism schools across the country, proving that his influence spans lifetimes. He has amassed over 6,000 newspaper columns; 1,500 major magazine pieces; and 20 books; three of them bestsellers.",2018
20194,Mafalda DiMango Way,At the intersection of 81st Street and 15th Avenue,"Mafalda DiMango was a long-time community and education activist and was one the longest-serving school board members in the history of the City. She served over 40 years advocating for students in School District 20 as a member of the school board and the Community Education Council.  She was a member of the Dyker Heights Civic Association and Community Board 11 and received many awards for her service, including the Civic Award, the Woman of the Year Award and the Hidden Treasure of the Community Award.  She received the JFK Italian-American Heritage Citation, was honored by the National Conference of Christians and Jews and was knighted by the president of Italy.",2019
201917,Michele Muccio Way,St. Theresa Avenue Between Edison Avenue and Mayflower Avenue,"Michele Muccio was a class mom for many years and also served on the Home School Association Board.  She volunteered as a cheerleading coach at St. Theresa in 2007 and later became the cheerleading coach at Cardinal Spellman High School.  Michele Muccio was awarded a Citation from Assemblyman Michael Benedetto for her outstanding work in the community surrounding but not limited to the organization of the Annual St. Theresa Festival. Cardinal Spellman High school awarded her with the administrator of the month. Senator Klein awarded her with a recognition plaque for going beyond the call of duty for students. She was a mentor and helped shape the lives of young students in and around the 13th Council District. She was also a strong advocate with the Pelham Bay Taxpayers Association and successfully organized community meetings with local, state, and federal elected officials. Lastly, she would volunteer with several community-based events such as but not limited to the St. Theresa Festival, the Greek Festival, the Westchester Square BID Fair at the Square, and the International Music Festival. ",2019
201924,Kenneth Thompson Street,At the intersection of Myrtle Street and Jay Street,"Kenneth P. Thompson was the first African-American District Attorney of Kings County, New York, from 2014 until 2016.  He was born and raised in New York City and went to New York City public schools, attended John Jay College of Criminal Justice, and graduated from the New York University School of Law in 1992, where he earned the Arthur T. Vanderbilt Medal for contributions to the law school community. His impact on Brooklyn, New York, and the nation’s criminal justice legal is significant. In 1995, became an Assistant U.S. Attorney in the United States Attorney's Office in Brooklyn, where he worked with Loretta Lynch on the federal prosecution team in the 1997 trial of former officer Justin Volpe, who was accused of assaulting Abner Louima inside a bathroom at the 70th Precinct in Brooklyn. Thompson delivered the opening prosecution arguments in the police brutality trial, which resulted in Volpe changing his plea to 'guilty.' In September 2013, he won the election to become Brooklyn District Attorney. His legacy is remembered for racial justice advocacy, the decision to no longer prosecute low level marijuana cases, a crackdown on gun violence, and an internal review board that exonerated at least 20 wrongfully convicted defendants.",2019
201948,Pedro Rafael Landestoy Duluc Way,At the intersection of 166th Street and Nicholas,"Pedro Rafael Landestoy Duluc was born in La Romana and he studied at the National Conservatory of Music of Santo Domingo. His first piece of music for piano was composed when he was 20 years-old. His music has been interpreted by many musicians of international recognition. Among them, are Rafael Scarfullery, Francisco Roldán and María de Fátima Geraldes. He wrote over 100 songs in the pop genre, gaining international recognition as a composer in the 1950’s after escaping the dictatorship of Trujillo and traveling to Mexico and Venezuela. His music has been performed and recorded by many great Latin American singers, including Celia Cruz, Toña la Negra, Alberto Beltrán, and Vicentico Valdés. At the end of the 1950’s, he moved to New York, where he performed as a pianist in various musical groups, including the Lecuona Cuban Boys, directed by the great Ernesto Lecuona. He went to Puerto Rico in 1962 to join the monastery of San Antonio Abad and returned to New York in 1977.",2019
201952,Jody Haggerty Way,At the southeast corner of Forest Avenue and Oakland Avenue,"Jody Haggerty was known for his charity and hospitality.  He owned Jody’s Club Forest for over 40 years, a bar restaurant that served as headquarters for Staten Island’s St. Patrick’s Day Parade, an event at which he served as Grand Marshall, the original Pepper Martin Run and numerous local political meetings.  He was a member of the North Shore Kiwanis Club and the Jacques Committee, the Silver Lakes Men’s Club, the Ancient Order of Hibernians and he ran the Jody Junior Golf Tournament. He supported the Snug Harbor Little League, Our Lady of Good Counsel Parish, St. Peter’s High School, North Shore Rotary and Staten Island Junior Golf.  He was a parishioner of Our Lady of Good Counsel coached baseball, basketball and track at Our Lady of Good Council.  He also coached golf at St. Peter’s High School from 1996 until 2006.  As president of his college fraternity, he also helped organize numerous junior golf tournaments on Staten Island.",2019
201954,New York Poet Laureate Audre Lorde Way,At the southeast corner of Victory Boulevard and St. Paul’s Avenue,"Audre Lorde was an African-American writer, feminist and civil rights activist.  From the publication of her first book in 1968, her 17 volumes of poetry, essays and autobiography reflected her hatred of racial and sexual prejudice.  A collection of essays, “A Burst of Light,” won an American Book Award in 1989 and her 1973 collection, “From a Land Where Other People Live,” was nominated for a National Book Award.  She was born in Manhattan and graduated from Hunter College and the Colombia University School of Library Science.  In the 1980’s, Lorde and writer Barbara Smith founded Kitchen Table: Women of Color Press.  She also was a founding member of Sisters in Support of Sisters in South Africa, an organization that worked to raise concerns about women under apartheid.",2019
201957,Sesame Street,At the southeast corner of 63rd Street and Broadway,"Sesame Street debuted in 1969 and has been reaching and teaching children ever since.  Sesame Workshop serves vulnerable children through a wide range of media, formal education and philanthropically funded social impact programs.  Sesame Street will be turning 50 in 2019 and this co-naming will commemorate that. This is the location where Sesame Street’s offices are at 1 Lincoln Plaza.",2019
201971,Pedro 'Pete' Velez Circle,At the northwest corner 115th Street and Park Avenue,"Pedro 'Pete' Velez was a founding member and captain of the Young Devils stickball team which was organized in 1943. He served in the United States Army. In 1967, the Young Devils, Inc. Certificate of Incorporation was filed and provided immediate and affordable access to recreational programs to its members. He was given access to a city building on East 115th Street where members would hold meetings and recreational activities. Over the years, the Young Devils grew to several baseball, softball, football, stickball and basketball teams and also added winter youth programs and programs for seniors. The organization also provided meals for members on Thanksgiving and Christmas.",2019
201978,Mill Street Synagogue/Seixas Way,At the intersection of Mill Lane and South William Street,"Gershom Mendes Seixas was the first American-born spiritual leader of Shearith Israel and was active in a wide range of civic organizations such as the Humane Society, the Board of Regents of the University of New York, and a regent and trustee of Columbia College.  In 1943, the Jewish Studies Society of Columbia University became known as the Seixas Society.",2019
2019101,Lorraine Sciulli Way,At the northwest corner of 77th Street and 62nd Avenue,"Lorraine Sciulli was a member of Community Board 5 for over two decades and an active participant in her community. She was a long-time first vice president of the Juniper Park Civic Association (JPCA), served as editor and advertising manager for the Juniper Berry Newsletter and was chair of the membership committee. She was honored in the past for her many contributions to the community by Queens Borough President Helen Marshall and Assembly Member Marge Markey, and she also received the JPCA Lifetime Achievement Award. She was named one of New York State's Women of Distinction for 2012, an honor given annually to one woman in each of the state's 62 Senate districts.",2019
2019114,Annette M. Battista Way,At the intersection of Brook Avenue and Brook Avenue,"Annette M. Battista was a dedicated supporter of the local Republican Party and became an administrative associate for the Board of Elections. She set a record in 2003 for collecting over 1,100 signatures in Dan Donovan’s district attorney race. She also contributed a regular movie review column to the Register, a former weekly newspaper published on Staten Island. She also volunteered and raised money for the St. George Theatre, the St. George Film Festival and the former Council on the Arts and Humanities for Staten Island. In 1999, the Richmond County Young Republicans established an award in her name to be presented to a member who has gone above and beyond the call of duty to help the Republican Party and its candidates.",2019
2019115,Lucy Ferreri Way,At the intersection of Princeton Avenue and 8th Street,"Lucy Ferreri volunteered at many organizations including the Staten Island University Hospital, St. Vincent’s Hospital, the Seamen’s Society for Children, Snug Harbor Cultural Center, the Augustinian Academy. St. John’s Villa Academy, Moore Catholic High School, St. Joseph/St. Thomas Church, Our Lady Queen of Peace Church and St. Charles Church. During WWII she trained and worked as a draftsman transferring ship design specifications to blueprints at Bethlehem Shipyard in Mariners Harbor where 44 battleships were commissioned into service during the war. She was instrumental in getting funds for a new Emergency Room at Staten Island University Hospital.",2019
2019122,Sergeant Paul Michael Ferrara Way,At the northeast corner of 95th Street and 43rd Avenue,"Paul Ferrara joined the New York City Police Department in June 1992, and began his career on patrol in the 81st Precinct located in Brooklyn. Immediately after the tragedy on September 11, 2001, he was assigned to Ground Zero for the recovery efforts and spent many weeks thereafter assisting with public safety. After serving the Bedford Stuyvesant /Stuyvesant Height’s communities for 14 years, he was promoted to Sergeant in February 2006, and was subsequently assigned to the 110th Precinct. On his days off, he would often be assigned to the elite Patrol Borough Queens North Counterterrorism Unit. This unit is responsible for patrolling “sensitive locations” such as stadiums, malls, and other terrorist target locations. During his career he was recognized twice for Excellent Police Duty. He died as a result of 9/11 related illness.",2019
2019137,Jody and Mary Haggerty Way,At the southeast corner of Forest Avenue and Oakwood Avenue,"Jody Haggerty (November 15, 1948 – April 28, 2016) and Mary Haggerty (January 5, 1949 – April 18, 2019) were known for their charity and hospitality. They owned Jody’s Club Forest for over 40 years, a bar restaurant that served as headquarters for Staten Island’s St. Patrick’s Day Parade, an event at which Jody served as Grand Marshall, the original Pepper Martin Run and numerous local political meetings. Jody was a member of the North Shore Kiwanis Club and the Jacques Committee, the Silver Lakes Men’s Club, the Ancient Order of Hibernians and he ran the Jody Junior Golf Tournament. They supported the Snug Harbor Little League, Our Lady of Good Counsel Parish, St. Peter’s High School, North Shore Rotary and Staten Island Junior Golf. Jody was a parishioner of Our Lady of Good Counsel coached baseball, basketball and track at Our Lady of Good Council. He also coached golf at St. Peter’s High School from 1996 until 2006. As president of his college fraternity, he also helped organize numerous junior golf tournaments on Staten Island. Mary taught many grades at St. Teresa School for over 30 years. ",2019
2019138,New York Poet Laureate Audre Lorde Way,At the southwest corner of Victory Boulevard and St. Paul’s Avenue,"Audre Lorde was an African-American writer, feminist and civil rights activist.  From the publication of her first book in 1968, her 17 volumes of poetry, essays and autobiography reflected her hatred of racial and sexual prejudice.  A collection of essays, “A Burst of Light,” won an American Book Award in 1989 and her 1973 collection, “From a Land Where Other People Live,” was nominated for a National Book Award.  She was born in Manhattan and graduated from Hunter College and the Colombia University School of Library Science.  In the 1980’s, Lorde and writer Barbara Smith founded Kitchen Table: Women of Color Press.  She also was a founding member of Sisters in Support of Sisters in South Africa, an organization that worked to raise concerns about women under apartheid.",2019
2019147,Theodora Lula Vourderis Way,At the intersection of 12th Street and Riegelmann Boardwalk,Theodora Lula Vourderis owned and operated Deno’s Wonder Wheel Amusement Park with her husband for over three decades. Her and her husband bought and restored the Wonder Wheel in 1983 and she spent most of her time cleaning and cooking at the amusement park. She received the lifetime achievement award from the Alliance for Coney Island. ,2019
2019150,Madeline Sershen Way,At the intersection of Utopia Parkway and 16th Avenue,"Madeline Sershen was struck and killed by an 88-year-old driver who ran a red light on Utopia Parkway near 16th Avenue. As a result of her death, her family has started a petition urging mandatory vision retesting every two years for all drivers age 80 and older. ",2019
20204,Archbishop Roy E. Brown Way,At the intersection of Broadway and Linden Street,"At the age of thirteen, Archbishop Roy E. Brown and his family moved to New York where he completed his education at the John Jay High School. It was there that his gift for singing was discovered. He began formal training in voice (opera) and music. At the age of seventeen, he acknowledged his call to the ministry and later began evangelizing. He was ordained as a minister in April 1964, and in 1965 he accepted his first pastorate at the First Baptist Church of Deer Park in Long Island, New York where he pastored for one year. In 1966, he became pastor of Pilgrim Baptist Church, then located in Brownsville. His passion for his work lead him to many types of outreach across communities. He was a presence on radio broadcasts and community events. In addition to preaching, teaching and singing, he was gifted in decorating, negotiating, producing and directing. He ministered to vast congregations of various denominations. He was consecrated as Bishop on July 18, 1990, and established the Pilgrim Assemblies International, Inc. on that same day. Pilgrim Assemblies is a Christian Reformation presently composed of churches throughout the United States, the Caribbean, South Africa and West Africa. He was elevated to the office of Archbishop on March 27, 1996. On July 12, 1998, the Pilgrim Church relocated to a larger worship facility in Bedford-Stuyvesant. Archbishop Brown re-married Paula Scarlett in 1998. Archbishop Brown received many certificates, proclamations and honors from civic, political, and religious organizations.",2020
20205,Sgt. Terrance McAvoy Way,Francine Court ,Terrance McAvoy was an eight year veteran of the New York City Police Department. He was originally assigned to the 72nd Precinct before his promotion to sergeant. He was later assigned to the Brooklyn Transit unit and had made and assisted on hundreds of arrests.  He committed suicide becoming the seventh police officer death by suicide in 2019.  ,2020
202032,FDNY Battalion Chief Robert P. Miuccio Way,At the intersection of The Boulevard and Deems Avenue,"FDNY Battalion Chief Robert P. Miuccio joined the FDNY in 1968 and retired in 2007. He was assigned to L45, L113, L147 and Batt 22. He spent three months at Ground Zero after the 9/11 attacks and later was diagnosed with cancer. He died as a result of 9/11 related illness.  ",2020
202052,CPL. John McHugh Way,156th Street Between 14th Avenue and Crydners Lane,"John McHugh was drafted into the United States Army and served in the First Infantry Division in WWII. He fought at the Battle of Normandy and the Battle of the Bulge and received the Silver Star for gallantry in action, the Bronze Star for meritorious service, the European Theater of Operations ribbon which contains silver arrow head for the Normandy invasion, four bronze stars which indicate the major battles he fought in, two Presidential unit citations for Crucifix Hill and Hurtgen Forest, the combat infantry badge and the Fort Eger given by Belgium for action there during the war. In 2014, he was inducted into the state Senate Veterans Hall of Fame and was an honoree at the Little Neck-Douglaston Memorial Day Parade.",2020
202053,Isamu Noguchi Way,At the southeast corner of 33rd Road and 9th Street,"Isamu Noguchi was a Japanese American artist and landscape architect who also designed stage sets for various Martha Graham productions and furniture pieces. He received the Edward MacDowell Medal for Outstanding Lifetime Contribution to the Arts in 1982, the National Medal of Arts in 1987, the Order of the Sacred Treasure from the Japanese government in 1988 and the U.S. Postal service issued a 37-cent stamp honoring him in 2004. The Isamu Noguchi Foundation and Garden Museum is located in Long Island City. The Museum was founded and designed by Noguchi and opened in May 1985 and displays his art. He also started Nisei Writers and Artists Mobilization for Democracy in 1942 to raise awareness of the patriotism of Japanese Americans during WWII.",2020
20226,Boxing Row,Sutter Avenue Between Stone Avenue and Powell Street,"Brownsville Brooklyn N.Y. has been the birthplace of some of the most iconic and talented boxers including, Mike Tyson, Riddick Bowe, Shannon Briggs, Zab Judah, Danny Jacobs, Bruce “Shu Shu” Carrington, Eddie Mustafa Muhammad, Decosta “Bobo” Headley and Dawson Turner. Contributing to the art of boxing, these boxers have helped stamp the neighborhood of Brownville as a cultural landmark for the art.",2022
20229,Cicely Tyson Way,East 101st Street Between Lexington Avenue and Third Avenue,"Cicely Tyson was an American actress and fashion model whose career spanned over seven decades portraying strong African-American women. She received three Primetime Emmy Awards, four Black Reel Awards, one Screen Actors Guild Award, one Tony Award, an honorary Academy Award, and a Peabody Award. In addition to her screen career, she appeared in various theater productions. She received a Vernon Rice Award in 1962 for her Off-Broadway performance in Moon on a Rainbow Shawl. She also starred as Carrie Watts in the Broadway play The Trip to Bountiful, winning the Tony Award, the Outer Critics Award, and the Drama Desk Award for Best Actress in a Play in 2013. She was named a Kennedy Center honoree in 2015 and in November 2016, she received the Presidential Medal of Freedom, which is the highest civilian honor in the United States. In 2020, she was inducted into the Television Hall of Fame, in 1977, she was inducted into the Black Filmmakers Hall of Fame, in 1980, she received the Golden Plate Award of the American Academy of Achievement and in 1982, she was awarded the Women in Film Crystal Award. The award is given to outstanding women who, through their endurance and the excellence of their work, have helped to expand the role of women within the entertainment industry. In 1988, she received a Candace Award for Distinguished Service from the National Coalition of 100 Black Women and in 1997, she received a star on the Hollywood Walk of Fame. She was also honored by the Congress of Racial Equality, the National Association for the Advancement of Colored People, and the National Council of Negro Women. She was awarded the NAACP's 2010 Spingarn Medal for her contribution to the entertainment industry, her modeling career, and her support of civil rights. ",2022
202219,FDNY FF Jimmy Martinez Way,At the northeast corner of Beach Road and Hillcrest Street,Jimmy Martinez was a 24-year veteran of the FDNY and was assigned to engine 157 in Staten Island. He was part of the rescue and recovery effort at Ground Zero. He died of 9/11 related illness. ,2022
202247,Dr. Sam Pinn Jr. Way,Fulton Street Between Grand Avenue and Cambridge Place,"Dr. Sam Pinn Jr. was born in Rice, Virginia and later moved to New York to become a life-long resident of Bedford-Stuyvesant, Brooklyn. He served in the United States Army Reserves for eight years and was honorably discharged with the rank of Lieutenant. He earned his Bachelor of Arts degree in sociology from Morgan State University, a Masters of Social Work Degree from Rutgers University, and two Doctors of Law degrees bestowed by Mary Holmes College and Morgan State University. He was also a Licensed Master of Social Work (LMSW) in the State of New York. In May 1973, he helped found and then served as Chairman of the Fort Greene Council Inc. Under his leadership, the Council expanded its sponsorship of senior centers, offering a range of comprehensive services, from their first center located in Fort Greene-Clinton Hills to its present sponsorship of 13 centers located throughout Brooklyn. The expansion also included a meals-on-wheels program, two child care centers, COMPASS, and UPK for ALLs. He was a visionary who created and organized Jazz 966 in November 1990, opening its doors to the Brooklyn community at affordable admission fees at a modest $15.00 donation, which was an alternative to the expensive Jazz clubs in New York City. Jazz 966 featured world renowned artist, such as Wynton Marsalis, Trumpeter; Houston Person, Saxophonist; Etta Jones, Jazz Singer; and their own Danny Mixon, Pianist. For five years, he hosted and produced ""The Grand Ones,"" a weekly radio show formerly aired on WNYE, 91.5FM. He served as Chairman of Independent Brooklyn CORE for 16 years and helped fight for social justice and political empowerment. He was elected to Central Brooklyn's Community School Board No. 16, where he held the position of Chairman and was instrumental in initiating policies which dramatically improved the districts overall reading and math scores as well as its attendance rating. He was the recipient of more than 90 awards and accolades from various elected officials, block and tenant associations, PTAs, academic and religious orders, schools, fraternal groups, cultural institutions and other groups and was also honored by Ramapo College's Board of Trustees with its most prestigious award, the Fred and Florence Thomas Award. He was also the recipient of the inaugural Sam Pinn Educator Activist Award presented by Ramapo College's Minority Faculty and Staff Association for his years of advocacy on behalf of Ramapo's students, faculty and staff of color.",2022
202293,Ganesh Temple Street,Browne Street Between Holly Avenue and 45th Avenue,"The Hindu Temple Society of North America, aka the Ganesh Temple, has served the Flushing, Queens community for over 40 years. The temple is among the earliest – if not the first - Hindu Temples in North America. Built in the traditional architectural style of a South Indian Hindu Temple, the Temple nourishes and preserves Hindu culture, is a major community resource, and represents an important conduit of communication, understanding and mutual respect between Indian and American cultures. The Hindu Temple Society of North American has over 20,000 devotees on its mailing list, but serves the much broader community. The Ganesh Temple runs a senior center and a community center that provides religious and cultural activities, along with mental and physical wellness classes. Due to the size of the community center, they also host various community events, both religious and non-religious in nature, and constantly offers the space to community groups in need. ",2022
2022101,Joseph Ferris Way,At the southeast corner of  7th Avenue and 3rd Street,"Joseph A. Ferris was a five term New York State Assembly Member from Brooklyn, fighting against redlining policies and chairing the Science and Technology Committee, where he advocated for projects utilizing reusable energy. He also co-founded the Slope Independent Democrats which would become the Central Brooklyn Independent Democrats, a very important civic organization today. After his time in the Assembly, he stayed through the Park Slope Civic Council, the Kensington Community Council, both which he also co-founded, and the Magnolia Tree Institute. All remain important community organizations to this day. Afterwards, he remained active in the community, testifying at community board hearings, working as a substitute teacher, and advocating for local issues ranging from manufacturing jobs to City Council term limits. Additionally, he worked to preserve important cultural touchstones, namely the Old Stone House in Washington Park, and helped found the Brooklyn Irish-American Day Parade.",2022
